种 自动 升降 优化 避雷针 多级 升降 棒 顶部 固定 绝缘 装置 绝缘 装置 上方 固定 有带 接闪器 优化 避雷针 优化 避雷针 底部 两 侧 分别 连接 两 弹簧式 自动 卷 线器 软铜缆 自动 卷 线器 接地 线 连接 控制 箱 安装 多级 升降 棒 旁 控制 箱内 微电脑 控制 空气 压缩机 输出端 气动 电磁 换向 阀 换向 阀 输出 气管 多级 升降 棒 下部 连接 天气 发生 变化 出现 雷雨 天气 光照度 降低 时 自动 升降 优化 避雷针 多级 升降 棒 随即 自动 上升 最大 高度 确保 得到 良好 防雷 效果 达到 智能型 保 安全 目的 实用 新型 结构 新颖 重量 轻 安装 方便 适用于 太阳能 发电场 通讯 气象 机场 雷达 港口 石化 存储 重要 场所 	移动
种 不偏 磨 活塞 特征 活塞 密封 塞 导向管 组成 密封 塞上 连接 杆 密封 塞 设置 一体 密封 塞上 连接 杆 导向管 设有 连接 销 销孔 组装 时 连接 销 连接 发明 有益 效果 密封 塞 导向管 之间 设有 连接杆 发动 机长 时间 工作 过程 中 活塞 汽缸 壁 两 侧 产生 偏 磨 椭圆 延长 发动机 使用 寿命 节约 能源 减少 废气 排放量 	移动
实用 新型 涉及 种 可控 式免拔 多功能 电源 插头 插头 右 插体 可控 压簧 开关 导线 左插体 固定 螺钉 下 固定 螺钉 固定 螺钉 导电 铜片 铜片 固定 螺钉 接线柱 构成 左右 插体 固定 螺钉 紧固 一体 左右 插体 分别 装有 可控 压簧 开关 插头 导电 铜片 固定 在右 插体 左插体 导电 铜片 装有 接线柱 产品 结构 简单 设计 合理 使用 方便 左右 插体 分别 装有 可控 压簧 开关 避免 次 使用 时 反复 插上 拔下 麻烦 触电 危险 使用 时 只 需 单手 控制 开关 装置 达到 控制 电源 目的 特别 适合 老人 肢体 残疾 人群 使用 做 电器 插头 使用 做 开关 使用 	移动
安全 救生 飞机 适合于 大中小型 飞机 包括 固定 翼 飞机 旋翼 飞机 大中型 飞机 客舱 采用 至少 两 层 渠道 形 地板 飞机 遇险 空难 不可避免 时 发明 飞机 只 需 固定 机翼 机尾 前 起落架 爆炸 螺栓 引爆 通往 机翼 机尾 前 起落架 操纵 连杆 电缆 电气 电缆 切断 抛弃 机翼 机尾 前 起落架 打开 机身 顶部 机尾 降落伞 激发 机身 底部 两 侧 下部 气囊 充气 机身 降落伞 气囊 作用 下 平稳 缓慢 安全 降落 停住 固定 翼 飞机 抛弃 前 起落架 地面 滑行 抛弃 机尾 轻型 固定 翼 飞机 抛弃 机尾 	移动
种 消毒 液体 方法 包括 提供 振动 搅拌 装置 具有 含 振动 电机 振动 生成 单元 一连 接到 振动 生成 单元 振动 杆 固定 振动 杆 振动 叶片 振动 叶片 固定 元件 振动 叶片 具有 消毒 金属 制成 表面 振动 叶片 固定 元件 磁场 生成 材料 制成 振动 叶片 振动 叶片 固定 元件 浸在 处理 罐中 液体 中 振动 生成 单元 分钟 次 振动 频率 毫米 振幅 振动 振动 叶片 使 液体 振动 搅拌 消毒 液体 	移动
种 淤沙 抽升器 主要 外 管内 设置 内管 在内 外 之间 形成 高速 流体 腔道 外管 呈 锥形 端 连有 提升 端 内管 连有 抽 吸管 侧面 连通 接 动力源 弯管 抽 升器 结构 简单 制造 容易 成本 低 能够 利用 种 载体 有效 水下 至少 米 深 处 比重 淤沙 抽吸 水面 提升 高出 水面 至少 米 高处 排掉 种 抽升器 置于 水面 工作 清理 水下 米 深处 淤沙 置于 水中 工作 清理 较深 水域 水库 底部 淤沙 阶梯式 串接 置于 深水 中 清理 深 水域 底部 淤沙 可解决 长期 以来 人们 想 解决 尚未 解决 水底 淤沙 清理 难 课题 	移动
串联 电梯 传统 电梯 采用 配重 装置 平衡 升降 物体 重量 减轻 电机 功率 缺点 配重 装置 重量 固定不变 平衡 范围 有限 实用 新型 组成 包括 机架 所述 机架 两 侧 分别 具有 升降 电梯 滑道 所述 机架 安装 曳引 机组 所述 曳引 机组 连接 曳引 轮 所述 曳引 轮 曳引 钢丝绳 连接 两 滑轮 所述 曳引 钢丝绳 两 端 调节 螺栓 固定 所述 机架 所述 两 滑轮 分别 连接 左轿厢 右轿厢 实用 新型 种 电梯 	移动
连续 式 垂直 输送机 进纸 滚 道 出纸滚道 电动 翻板 接纸 装置 变 扭出 纸器 载纸 装置 输送链 导轨 驱动 部件 支承 部件 支架 下 支架 保护 支架 相应 控制 系统 组成 纸卷 进纸 滚 道 进入 电动 翻板 接纸 装置 驱动 装置 带动 环形 输送链 转动 载 纸 装置 输送链 传递 电动 翻板 接纸 装置 接走 纸卷 驱动力 作用 下 导轨 做 环形 运动 最后 下降 楼 纸 位置 变 扭出 纸 器 纸卷 载纸 装置 弹出 纸卷 出纸滚道 滚出 实现 纸卷 输送 发明 调节 环形 输送 链链节 数量 载纸 装置 数量 适应 输送 高度 输送 能力 占用 空间 小 适应 能力 强 可靠性 好 生产 效率 高 	移动
实用 新型 提供 种 对角 面 活动 扳手 现有 扳手 基础 作 改进 扳手 主 副 牙 螺母 啮合面 设计 面 啮合面 形成 两 组 平行面 扳手 螺母 啮合面 增加 倍 使 单边 承受力 减少 一半 受力 均匀 固定 更稳 牢 出现 滑 牙 现象 有效 保护 螺母 方便 使用者 操作 轻松 省力 	移动
飞机 客舱 时 采用 至少 两 层 渠道 形 地板 座椅 横向 摆放 纵向 摆放 飞机 遇 险时 启动 救生 系统 抛弃 机翼 机尾 前 起落架 打开 降落伞 气囊 激发 旋翼 直升飞机 底部 火箭 发生 使 机身 平稳 缓慢 安全 降落 停住 	移动
发明 公开 种 屏幕 传输 信号 方法 接收 装置 包括 安装 数据 下载 程序 计算机 计算机 连接 显示屏 具有 红外线 可见光 接收 端的 接收机 传输 方法 以下 步骤 实现 计算机 运行 数据 下载 程序 输入 需要 传输 数据 接收机 信号 接收 端 靠近 计算机 显示屏 闪光 区域 使 接收机 进入 接收 状态 控制 计算机 传输 数据 接收机 确认 接收 完毕 完成 传输 发明 传统 红外线 蓝 牙 技术 相比 技术 协议 简单 方便 实现 便携式 电子 设备 计算机 同类 电子 设备 之间 近距离 数据 传输 交换 操作 简便 适合于 广大 普通 消费者 使用 	移动
气囊 系统 中 控制 组件 两 导线 连接 远端 组件 提供 电能 并与 通信 提供 电能 部分 用来 操纵 远端 组件 部分 存储 远端 组件 之内 用于 展开 导火管 控制 组件 高 电平 中间 电平 之间 电压 偏移 远端 组件 发送 命令 信号 远端 组件 电流 偏移 控制 组件 发送 信号 检测 事故 情况 时 两 导线 连接 之间 电压 降低 低 电平 中断 气囊 系统 常态 工作 控制 组件 中间 电平 低 电平 之间 电压 偏移 发 送出 点火 信号 远端 组件 点火 信号 进行 解码 展开 导火管 使 气囊 膨胀 	移动
实用 新型 涉及 种 节能 电动 扶梯 解决 营业 时间 扶梯 人 不停 工作 浪费 电能 加剧 扶梯 磨损 量 降低 扶梯 使用 寿命 浪费 资源 使 商家 花费 必要 开销 解决 难题 原有 扶梯 基础 添加 重量 传感器 单片机 重量 传感器 扶梯 下 入口 缓步 台 出口 缓步 台上 放 多个 重量 传感器 单片机 读取 电机 正反 转 扶梯 由下向上 滚动 时 单片机 中 程序 读 取下 入口 缓步 台 重量 传感器 发出 信号 忽略 出口 缓步 台 重量 传感器 发出 信号 扶梯 由上 向下 滚动 时 单片机 中 程序 读取 出口 缓步 台 重量 传感器 发出 信号 忽略 下 入口 缓步 台 重量 传感器 发出 信号 扶梯 从上 向下 滚动 从下 向上 滚动 检测 扶梯 物体 重量 实现 动 不用 停 节能 工作 状态 	移动
实用 新型 公开 种 盲孔 轴承 拉拔器 包括 直径 小于 待拔 轴承 内圈 内径 金属 圆管 套装 金属 圆 管内 膨胀 螺栓 螺母 所述 金属 圆 端 设有 若干 条 轴 开口槽 膨胀 螺栓 两 端 伸出 金属 圆 开口 槽端 锥形 端 螺母 螺纹 联接 实用 新型 直接 盲孔 轴承 拉拔 取出 具有 结构 简单 成本 低廉 体积 小 使用 方便 特点 	移动
实用 新型 提供 种 开启° 防盗门 铰链 包括 形铰 臂 第一 关节 轴 第二 关节 轴 副铰臂 形铰 臂 形 开口 端 分别 设有 第一 轴套 第二 轴套 第一 轴套 可绕 第一 关节 轴 转动 第一 关节 轴 门框 固定 连接 第二 关节 轴 第二 轴套 过盈 配合 第二 关节 轴 中部 套 设 副铰臂 副铰臂 可绕 第二 关节 轴 转动 副铰臂 端 轴套 结构 端 用于 门扇 连接 铰臂 副铰臂 设有 限位 机构 述形铰 臂 第一 轴套 内侧 中部 位置 设有 顶 块 根本 改变 防盗门 只 开启° 缺陷 防盗门 开启 °至° 任意 角度 具有 结构 简单 安装 方便 优点 不需 现有 防盗门 门框 门体 进行 外形 结构 改进 适合 种 防盗门 使用 	移动
实用 新型 涉及 种 车辆 视觉 缺陷 弥补 装置 尤其 恶劣 天气 及车 后方 情况 视觉 缺陷 弥补 种 装置 镜头 前 小雨 刷器 前视 电子眼 后视 电子眼 电子眼 减振 支架 前方 超薄 图像 显示屏 后方 超薄 图像 显示屏 图像 信号 处理器 显示屏 轨道器 组成 车辆 外面 上方 装有 视 电子眼 电子眼 取 车辆 图像 信号 再 送到 辆 图像 信号 处理器 处理 转送 车内 图像 显示屏 司机 图像 形式 了解 车外 情况 解决 车辆 行驶 视觉 缺陷 问题 装置 多媒体 连接 提供 车载 服务 	移动
发明 公开 种 板 安装 机械手 包括 支 承座 支承 座上 设有 转台 转台 机械 臂 相连 机械 臂 机械 臂 相连 机械 臂上 连接 机械 臂 机械 臂上 设有 两 电磁 吸盘 发明 电磁 吸盘 板 吸住 转台 机械 臂 机械 臂 机械 臂 板 反转 安放 适当 位置 	移动
发明 涉及 种 排料 装置 排 料 装置 包括 震动 送 料器 主 输送 平台 切换 装置 分 输送 平台 感测器 震动 送 料器 具有 用来 容置 元件 产生 震劲 震动 盘 主 输送 平台 用来 输送 元件 具有 相对 设置 两 端 主 输送 平台 端 震动 盘 相 配合 接收 来自 震动 盘 元件 端 经由 切换 装置 所述 分 输送 平台 相 配合 感 测器 设置 切换 装置 主 输送 平台 相 配合 侧 用以 感测 元件 切换 装置 感测器 感测 选择 性地 使该 主 输送 平台 所述 分 输送 平台 相通 	移动
方案 中 设有 滚轮 立柱 活塞 式 结构 设于 底座 侧 两 升降 活塞杆 下端 插 设于 柱体 其内 开 供 压力 介质 输送 中心 通孔 活塞 升降 平台 设于 升降 活塞杆 上端 回转 式 气泵 内设 气体 通道 通道 内设 带有 活塞杆 球珠 单向阀 活塞杆 端 伸入 换 形体 中心 孔 出口 位于 气体 通道 驱 动轮 设于 泵体换 形体 中心 孔 活塞杆 端相 接触 其上 设 固定 轴 施力 机构 固定 轴相 连接 推动 活塞杆 伸缩 运行 使 数个 活塞杆 连续 运行 形成 气泵 结构 完全 代替 有源 液压泵 	移动
实用 新型 公开 种 卡住 螺栓 螺母 不使 滑动 旋紧 松开 双 卡 扳手 解决 高层 楼房 安装 拆卸 空调 室外 机 安装 人员 须 跨出 房 外 悬空 作业 螺母 螺栓 易 无效 滑动 技术 问题 技术 方案 弓型 架 端 设有 外 扦头 套筒 配合 套筒 端 孔 上卸 螺母 螺栓 卡在内 孔 中 套筒 旋转 杆 外 扦头 配合 端 孔 上卸 螺母 螺栓 卡 双 卡 扳手 适用于 高层 楼房 安装 拆卸 空调 室外 机及 安装 拆卸 设备 场合 中 	移动
发明 公开 种 装载 卸载 单元 用于 加工 零件 装载 操作 机器 操作 机器 卸载 加工 后 零件 包括 第一 积累 装置 用于 积累 加工 零件 所述 零件 处理 装置 第二 积累 装置 用于 积累 加工 后 零件 用于 积累 加工 零件 所述 第一 积累 装置 所述 零件 处理 装置 用于 积累 加工 后 零件 第二 积累 装置 布置 公共 支承 框架 	移动
发明 涉及 回旋 传动 形式 回旋 传动 装置 其是 动力 输入端 主动轮 带动 摆 盘 摆轴 转动 摆 盘 做 回旋 运动 摆 盘 连杆 力 传递 摆盘 使 摆盘 做 回旋 运动 摆 盘 摆轴 转动 带动 动力 输出端 从动 轮 旋转 实现 机械 传动 具体 实施 结构 管道 机架 里 依次 设置 动力 输入端 主动轮 摆盘 连杆 摆盘 动力 输出端 动轮 主动轮 摆盘 摆轴 相 连接 摆盘 摆盘 之间 连杆 连接 摆盘 摆轴 动轮 相 连接 两 摆 盘 突杆 分别 连接 管道 机架 内壁 两 摆盘 运动 固定 件 摆盘 运动 固定 件 表面 环形 凹槽 环形 凹槽 摆盘 突杆 运动 轨迹 摆盘 运动 固定 件 摆盘 运动 防滑 作用 	移动
种 振动 装置 包括 主轴 驱动 装置 两 偏 心 轮 振动 台 驱动 装置 驱动 主轴 旋转 两 偏心轮 设于 主轴 主轴 带动 旋转 振动 台位 两 偏心轮 上方 振动 台 偏心轮 抵顶 振动 使用 振动 装置 降低 人工 劳动 强度 提高 振动 效率 	移动
发明 公开 种 远端 射频 模块 包括 本地 信号 处理 部分 两 串并转换 传输 器件 两 模块 传输 控制 模块 传输 控制 模块 本地 信号 处理 部分 是否 发生 故障 进行 检测 检测 本地 信号 处理 部分 发生 故障 后 来自 模块 信号 直接 发送 模块 发明 公开 种 远端 射频 模块 传输 信号 方法 发明 中 中 增加 传输 控制 模块 本地 信号 处理 部分 是否 发生 故障 进行 检测 检测 本地 信号 处理 部分 发生 故障 后 来自 模块 信号 直接 发送 模块 实现 出现 故障 后 远端 射频 模块 信号 传输 中断 	移动
实用 新型 提供 种 防辐射 耳机 包括 耳塞 收音 连接口 特征 在于 耳塞 收音 连接口 之间 连接 传输 声音 信号 空心 运用 声音 传播 原理 空心 管内 空气 传递 声音 信号 结构 简单 使用 方便 不传导 电磁 信号 消除 电磁 辐射 人体 大脑 辐射 危害 声音 柔和 减轻 听觉 疲劳 用于 手机 小灵通 通信 工具 时不 漏 接 电话 	移动
实用 新型 涉及 种 车辆 视觉 缺陷 弥补 装置 尤其 恶劣 天气 及车 后方 情况 视觉 缺陷 弥补 种 装置 镜头 前 小雨 刷器 前视 电子眼 后视 电子眼 电子眼 减振 支架 前方 超薄 图像 显示屏 后方 超薄 图像 显示屏 图像 信号 处理器 显示屏 轨道器 组成 车辆 外面 上方 装有 视 电子眼 电子眼 取 车辆 图像 信号 再 送到 辆 图像 信号 处理器 处理 转送 车内 图像 显示屏 司机 图像 形式 了解 车外 情况 解决 车辆 行驶 视觉 缺陷 问题 装置 多媒体 连接 提供 车载 服务 	移动
实用 新型 提供 特别 适合 农村 塘堰 开挖 维修 使用 管输式 塘堰 挖掘机 包括 采用 动力机 动力 装置 分别 主动 链轮 料斗 浆泵 相 连接 即在 机架 主动 链轮 链接 链轮 链轮 从动 轮上 安装 取泥带 取泥 带上 机架 安装 承轮 液压 缸 主动 链轮 间 设有 凸轮 机架 短轴 分别 安装 摇臂 摇臂 上装 弹簧 三角 凸块 摇臂 端 装有 刮 泥板 摇臂 下 机架 安装 螺旋 轮 过滤网 料斗 料斗 下装 浆泵 输料 管道 相连 优点 替代 现在 使用 机具 效率 高 制造 使用 维修 方便 	移动
种 舒适 休闲床 特征 在于 包括 床架 下 床架 下床 架 左端 两 设有 滑槽 上床 架 两 下部 置于 滑槽 下床 架 滑动 连接 上床 架上 小坐 垫架 坐 垫架 无名 垫架 下床 架上 撑臂经槽 臂 垫架 连接 靠垫 架 左端 上部 小坐 垫架 右端 上部 曲撑 臂 右端 上部 同轴 铰接 曲 撑 臂 左端 上部 形 撑 臂 右端 上部 大坐 垫架 左端 上部 无名 垫架 右端 上部 同轴 铰接 小坐 垫架 左端 上部 坐垫 架 右端 上部 铰接 上床 架 下部 设有 横向 滑槽 下床 架 中部 两 对称 设有 联 杠杆 联 杠杆 左端 床架 下部 滑槽 滑动 连接 联 杠杆 右端 支杆 端 连接 支杆 端 经槽 臂 垫架 连接 靠垫 架 下底 齿条 下床 架上 摇柄 啮合 	移动
发明 涉及 种 用于 内燃机 活塞 活塞 制成 顶端 中心 部位 带有 反冲 喷嘴 燃烧室 活塞 具有 设计 合理 节油 提高 功率 优点 	移动
种 系统 包括 具有 耐用 壳体 耐用 部件 具有 抛弃 式 壳体 可分离 抛弃 式 部件 抛弃 式 部件 耐用 部件 选择 性地 相互 接合 分离 抛弃 式 壳体 固定 患者 抛弃 式 壳体 达到 规定 使用 时间 后 进行 处理 通常 患者 输注 介质 相 接触 元件 属于 抛弃 式 部件 允许 元件 达到 规定 使用 后 所述 元件 进行 处理 用于 存放 输注 介质 贮液器 属于 抛弃 式 部件 抛弃 式 壳体 支承 耐用 部件 包括 元件 用于 控制 贮液器 中 输注 介质 输送 电子 设备 包括 马达 驱动 连接 部 驱动 装置 	移动
实用 新型 公开 种 黄油枪 其内 设有 泄压 装置 所述 黄油枪 受 驱动 压力 过大 时 所述泄 压 装置 受压 述泄 压 装置 阀件 盖 件 方向 压缩 弹簧 所述泄 压 装置 压缩 后 油路 通口 油筒 通口 相 连通 黄油 回流 油筒 调结 黄 油枪 压力 避免 所述 黄油枪 机件 损坏 延长 所述 黄油枪 使用 寿命 	移动
发明 提供 种 振动 致 动器 组件 振动 致 动器 组件 包括 振动板 至少 振动器 位于 振动板 电 信号 施加 其上 时 振动 振动 轴 振动 轴 端 连接 振动板 转子 位于 振动 轴 外侧 上以 振动 轴 外表 面 接触 振动 轴 振动 运动 弹性 加压 器 位于 振动 轴 端 振动 板对 转子 弹性 加压 	移动
发明 涉及 种 升降 装置 使用 升降 装置 照明 灯具 升降 装置 包括 升降杆 中 升降 杆 安装 升降 物体 小 升降杆 小 升降 杆 相对 滑动 套装 中 升降 杆 中 升降 杆 相对 滑动 套装 升降 杆 用于 升降 所述 物体 小 升降 杆 外 表面 中 升降 杆 外表 面上 分别 设置 防 摩擦 部件 发明 升降 装置 减少 小 升降杆 中 升降杆 升降 杆 之间 摩擦 防止 第一 拉 绳和 第二 拉 绳卡 死 升降杆 升降 装置 受 环境 影响 小 使用 寿命 更长 	移动
反作用力 传递 移动 质量 体上 质量 体 移动 体 移动 方向 相同 驱动 移动 质量 体 抵消 传动 系统 产生 反作用力 	移动
种 转移 装置 具有 支承 底座 承载件 原始 位置 延伸 位置 之间 运动 台 组件 包括 固定 承载 件 下部 台 连接 下部 台上 上部 台 下部 台 强力 接触 向下 位置 下部 台 接触 向上 位置 之间 运动 台 强力 接触 情况 下台 组件 延伸 位置 运动 台 组件 放置 转移 物体 之下 保持 底座 固定 板 分开 升高 上部 台上 物体 下部 台 保持 静 置 支承 表面上 台 组件 返回 原始 位置 物体 支承 上部 台上 保持 上部 下部 台 分开 装置 双向 方式 操作 患者 转移 装置 实施 例 具有 脚轮 两 反向 转动 转向 轮 转向 轮 提供 曲率 中心 装置 横向 中心 线 定位 转弯 路径 脚踏板 选择 转向 轮 升高 离开 地板 或使 制动 装置 后端 处 脚 踏板 直线 方向 锁定 前端 处 脚轮 装置 转移 台 纵向 横向 倾斜 具有 边缘 辊子 缩回 上部 引入 松弛 上部 台 气垫 充气 使用 可动 气动 夹紧 辊子 上部 带有 选择 脱离 下部 上部 外表 面 粗糙 下部 外表 面 平滑 包括 抗微生物剂 材料 构成 	移动
种 气压 传动 节能 环保 汽车 汽车 外壳 中 蓄 气压 罐 空气 压缩机 气压 传动器 汽车 传动 轴 顺序 连接 并附 小型 发电机 高能 蓄电池 电动机 种 汽车 里 使用 两 种 起动 方式 气压 起动 电能 起动 主要 使用 气压 驱动 气压 起动 原理 打开 蓄 气压 罐 释放 气压 带动 气压 传动器 工作 传动器 驱动 汽车 传动 轴 反向 带动 空气 压缩机 工作 蓄 气压 罐内 气压 不足 时 充气 电能 起动 原理 利用 蓄电池 电量 启动 电动机 工作 电动机 带动 空气 压缩机 工作 空气 压缩机 产生 强大 气压 输入 气压 传动器 使 工作 传动器 传动 汽车 传动 轴 驱动 汽车 行驶 种 新型 气压 传动 汽车 节能 环保 气压 能量 强大 相对 提高 汽车 速度 减少 国家 能源 使用 使 汽车 使用 方便 实惠 	移动
种 利用 势能 高效 运量 运输 系统 势能 作用 下 运输 车辆 真空 运输 通道 中 条 磁悬浮 轨道 货物 运输 目的地 势能 磁悬浮 轨道 高度 差 产生 运输 车辆 利用 超导 现象 接触 悬浮 磁悬浮 轨道 具有 低 摩擦 阻力 超导 磁悬浮 使 运输 车辆 实现 静态 悬浮 状态 主要 利用 超导体 抗磁 效应 约束力 	移动
实用 新型 公开 锻压 机械 自动化 装备 技术 领域 中 种 用于 锻压 机械 自动化 装备 工件 输送 机械手 所述 工件 输送 机械手 包括 机架 直线 电机 水平 直线 导轨 机械手 接料手 机械手 布置 机架 表面 直线 导轨 水平 直线 导轨 机架 之间 滑动 连接 直线 电机 布置 机械手 机架 之间 驱动 机械手 水平 直线 导轨 往复 运动 接 料 手 连接 机械 手上 实用 新型 传动 结构 简单 传动 效率 高 适用 重载 高速 场合 	移动
种 多功能 大棚 卷帘机 包括 动力 系统 传动 机构 输出 轴 支撑 架 动力 系统 发动机 发动机 输出 轴上 设有 链轮 链条 传动 机构 链轮 相 连接 传动 机构 输出 链轮 设在 卷帘 轴上 链轮 链条 连接 实用 新型 特点 采用 发动机 输出 动力 使用 受 有无 供电 条件 限制 使用 特别 方便 该机 农机具 如寸 以下 水泵 打药泵 小型 脱粒机 动力源 还可 发动机 发出 直流电 外接 照明 机 多用 	移动
发明 公开 种 差动 提升 高位 翻车 机 主要 提升 驱动 装置 钢结构 提升 支架 厂房 组 合体 提升 钢丝绳 圆 滚 笼 矿车 平衡 配重 摩擦 轮 驱动 轴 减速 箱 电动机 组成 特点 在于 组 提升 驱动 装置 对称 布置 架子 上方 摩擦 轮上 缠绕 圈 提升 钢丝绳 圆 滚 笼 重量 矿车 本体 重量 平衡 配重 使 提升 钢丝绳 两 端 载 并使 提升 钢丝绳 形成 张力 产生 摩擦 传动 功能 钢丝绳 两 端 已经 载 翻车 机 整体 运转 配置 电机 功率 只 需 考虑 矿车 散装 物料 净重 节能 效益 显而易见 功能 组 提升 驱动 装置 起动 加速 等速 差动 运行 减速 停止 反向 运行 循环 过程 电气 逻辑 控制 	移动
种 茎杆 捡拾 喂入 装置 青储 饲料 收获机 茎秆 田 收获机 辅助 装置 安装 上述 收获 机 旋转 刀具 后 下方 捡拾 齿可以 遗弃 地面 茎秆 拾起 入 旋转 刀具 再次 收获 增大 茎秆 回收 利用率 机构 弹性体 可使 齿尖 抬起 捡拾 齿 滑 套 向上 滑动 使 捡拾 齿绕过 障碍 受 损伤 捡拾 齿之间 距离 齿尖 离地 高度 无级 调整 捡拾 齿安装 数量 可由 收获 玉米 幅宽 确定 适应 性好 作业 效果 显著 	移动
